"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000124225.16",2673.90377154766,4.80305807065891,0.109159338045696,0,0
"ENSG00000125398.8",2351.18677885666,5.81543700605201,0.107137431621975,0,0
"ENSG00000125505.17",1224.3527932451,2.95305996865141,0.0749969867196179,0,0
"ENSG00000125845.7",405.141001333475,-4.37472734151211,0.104835448116667,0,0
"ENSG00000127564.17",845.260214545599,5.8213671696382,0.152755824126224,0,0
"ENSG00000128284.20",772.067906252408,-3.84528303502638,0.0949808873588179,0,0
"ENSG00000129353.15",1436.23478700585,4.88127945987521,0.0958511759118438,0,0
"ENSG00000131620.18",2096.53819428765,5.9254519310902,0.144361865552014,0,0
"ENSG00000131711.15",733.522015748817,7.73231637173174,0.186776310865965,0,0
"ENSG00000131746.13",1339.03534919686,8.8331982291935,0.230293684185853,0,0
"ENSG00000131747.15",5915.2221368145,7.47722247766318,0.164386939159028,0,0
"ENSG00000132470.14",3801.1712382054,7.99325568000841,0.189971572238086,0,0
"ENSG00000132840.10",1248.41220555625,-11.2020866500909,0.2723845884838,0,0
"ENSG00000134339.9",3859.13327105254,-4.97676920183709,0.0940823137809843,0,0
"ENSG00000135373.13",2205.59260683037,4.48897466065244,0.110193697415487,0,0
"ENSG00000135414.10",496.994717235355,5.70202912761151,0.116392674106124,0,0
"ENSG00000135476.12",790.021811312044,6.24123925968113,0.151349469513194,0,0
"ENSG00000135744.9",2401.22191257226,-10.052631210648,0.246214317921565,0,0
"ENSG00000136193.17",2170.17707575538,9.59685318314585,0.21659741950749,0,0
"ENSG00000136854.25",540.365926317524,3.72988469841768,0.0942206135697484,0,0
"ENSG00000136881.12",3102.43732958091,-11.2797120494552,0.255216632815883,0,0
"ENSG00000137285.11",1748.00827850031,4.65691273445191,0.108666306297288,0,0
"ENSG00000137699.17",1495.82870541719,7.38999722614657,0.17544313066009,0,0
"ENSG00000137804.14",1610.7364146807,3.72887227889034,0.0966089454906209,0,0
"ENSG00000137807.16",1799.85921914225,4.84978219073747,0.115649077241779,0,0
"ENSG00000138031.15",1290.19119993392,7.6204344474952,0.184078464097879,0,0
"ENSG00000138092.11",937.571210852124,4.27692810610717,0.0865296329884011,0,0
"ENSG00000138160.7",1533.72190471762,5.50977291311407,0.142842806303984,0,0
"ENSG00000138180.16",1341.86782641102,7.7901674228073,0.172586146368998,0,0
"ENSG00000138207.15",10334.4842272918,-15.1166511174184,0.398480164478397,0,0
"ENSG00000138356.14",3191.08378036298,-8.0470842253513,0.174893183538386,0,0
"ENSG00000138449.11",1499.00643957093,-7.6764372922716,0.173837931957187,0,0
"ENSG00000139278.10",2811.27520551346,-9.27465552045987,0.186842625563353,0,0
"ENSG00000139629.16",719.10515278875,6.99381300027423,0.158360154732287,0,0
"ENSG00000140525.20",2182.19529679304,4.44178326893293,0.104508085160052,0,0
"ENSG00000140807.7",1293.68439903092,8.41763026788704,0.222414660302023,0,0
"ENSG00000141441.16",170.431906347167,-4.04682461221307,0.106280107364657,0,0
"ENSG00000141485.17",273.353898598839,-7.50148350418443,0.191276459435668,0,0
"ENSG00000141526.18",1355.89393951698,4.80009423624761,0.121597246091825,0,0
"ENSG00000141646.16",628.406294421969,-6.73001389317412,0.145848838087044,0,0
"ENSG00000142484.7",293.620272081623,-5.51696213159428,0.142787959012458,0,0
"ENSG00000142494.13",171.206585911611,-6.34412924611634,0.158858663838436,0,0
"ENSG00000142910.16",2865.32628287881,9.49925036603436,0.186674871387455,0,0
"ENSG00000142945.13",1102.23792630658,7.88328724337684,0.172884179405569,0,0
"ENSG00000143476.18",681.67658464558,4.82345722213266,0.12587745226371,0,0
"ENSG00000144063.4",1306.03855038688,5.21842250790851,0.110977601728441,0,0
"ENSG00000144645.16",569.276222126766,5.81787252254766,0.145151883044294,0,0
"ENSG00000145555.15",1673.68878500387,6.63630241839365,0.169302316287461,0,0
"ENSG00000146670.10",1510.11438748142,5.86097329928662,0.140629752538261,0,0
"ENSG00000148346.12",2770.87080204898,6.62107136098021,0.145244939601026,0,0
"ENSG00000148677.7",6610.29993579529,-4.06304486026287,0.10616599956471,0,0
"ENSG00000148773.14",5476.2599963618,7.7926436167598,0.206983174870623,0,0
"ENSG00000149131.17",1431.01637716345,-6.6237318522331,0.108895600255828,0,0
"ENSG00000149328.16",1481.48313045195,6.16368490859501,0.153926415356226,0,0
"ENSG00000149948.14",1817.65929247363,9.36233227481427,0.217794702944587,0,0
"ENSG00000151611.17",207.078990811031,-4.1443092274522,0.0947696159272421,0,0
"ENSG00000151632.18",27152.3873394524,-13.2265961289203,0.254310092514064,0,0
"ENSG00000152492.15",3464.94099668356,-2.42893247381961,0.0627975028104681,0,0
"ENSG00000152952.14",6602.75184009943,-11.9823480733688,0.253599473202268,0,0
"ENSG00000153714.6",400.799808285638,-7.16582467575307,0.172193705772103,0,0
"ENSG00000153721.19",372.300428743517,-3.56660252750314,0.0852318057281901,0,0
"ENSG00000155093.20",422.124914372546,6.69419156364089,0.168309103488353,0,0
"ENSG00000156504.17",2814.16508037451,4.42307051363328,0.0788017578082405,0,0
"ENSG00000156515.25",971.971966643038,4.96733053386145,0.1311476741949,0,0
"ENSG00000156869.14",195.354794435752,-5.07716459131084,0.12229643636624,0,0
"ENSG00000159259.8",727.665610936302,3.87936489758082,0.0832661511713462,0,0
"ENSG00000159403.18",1077.45720654855,-7.2626930659699,0.180298222527012,0,0
"ENSG00000159674.12",428.887725747752,-8.30507005910935,0.183897342963618,0,0
"ENSG00000159842.16",1431.50396009016,6.68663735107887,0.143120601949812,0,0
"ENSG00000160862.13",2320.58884649213,-7.02205035585335,0.153667077276095,0,0
"ENSG00000160991.17",787.405956214397,4.37903818954572,0.116676359637451,0,0
"ENSG00000161249.21",1218.78761723434,6.44686359172425,0.135295212626498,0,0
"ENSG00000162267.14",1023.59919404724,-9.58645990819807,0.211170484628747,0,0
"ENSG00000162482.5",298.529057111262,-6.88883410675859,0.156924393466863,0,0
"ENSG00000162645.13",1160.82144005534,-9.60178873170852,0.181354326149184,0,0
"ENSG00000162817.7",695.174711007774,-6.4279538560478,0.141649354538246,0,0
"ENSG00000162896.6",142.553760034287,-6.79341430427058,0.175708857987981,0,0
"ENSG00000163082.10",972.96474005756,5.80894287986186,0.147075243951948,0,0
"ENSG00000163171.8",825.982396551299,3.80619994902743,0.09916847494167,0,0
"ENSG00000163631.18",49104.2576629497,-18.245253064382,0.444447103667187,0,0
"ENSG00000163814.8",1830.97799193841,9.58338413012665,0.226282651007327,0,0
"ENSG00000164045.12",963.54205306895,5.41417452565654,0.112958545479957,0,0
"ENSG00000164379.7",1174.77159160803,8.09716022468162,0.211073325295657,0,0
"ENSG00000164649.20",1608.45372141018,5.13180625703125,0.127824171492425,0,0
"ENSG00000165029.17",268.832846548333,-5.05567262696085,0.127457649325155,0,0
"ENSG00000165480.16",960.885234739613,6.59392597663063,0.139947817995565,0,0
"ENSG00000165802.23",7494.91257674978,4.02192356650291,0.0898330553697904,0,0
"ENSG00000165828.15",580.523569133782,-7.46237128905537,0.179584158409507,0,0
"ENSG00000166503.9",342.446839284565,7.74247228965158,0.162529391243238,0,0
"ENSG00000166508.19",6363.34284654705,4.31476562341132,0.0984168980311532,0,0
"ENSG00000166825.15",1139.42817557894,-8.8912333558567,0.225139680547557,0,0
"ENSG00000167642.13",3214.93267827705,5.97206809291385,0.158932426682967,0,0
"ENSG00000167900.12",2148.99134408252,4.95291365973211,0.119096440295058,0,0
"ENSG00000168005.9",606.897551470455,3.04296331740997,0.0799818948111006,0,0
"ENSG00000168646.14",5710.20946382339,8.73150607378775,0.22984536049823,0,0
"ENSG00000169762.17",700.380729019682,-3.37695545154305,0.0812658911786058,0,0
"ENSG00000170099.6",237.450154098688,-8.06571323133045,0.191845062953074,0,0
"ENSG00000170271.11",536.956990440526,-8.43036064629459,0.202515925802563,0,0
"ENSG00000170312.17",2195.8575359995,7.08160458120474,0.15329557329382,0,0
"ENSG00000170779.11",990.380583629599,4.0896345074674,0.101560106883518,0,0
"ENSG00000171345.13",7566.91028238158,9.06351340320493,0.157530619540558,0,0
"ENSG00000171503.13",470.244931763324,-3.35280480811061,0.0644710934412491,0,0
"ENSG00000171557.17",3748.3780825205,-13.9968742839539,0.371599394435596,0,0
"ENSG00000171759.10",470.985424804998,-8.34107652599474,0.198006445889562,0,0
"ENSG00000171766.17",3070.70053292686,-12.0793227216184,0.294287549634999,0,0
"ENSG00000171792.11",856.611814940452,3.53990583474208,0.0880651312702473,0,0
"ENSG00000171848.16",5978.18814116838,6.1654024348057,0.145380544101771,0,0
"ENSG00000171992.13",619.465955012703,-5.71722068024765,0.125738963664226,0,0
"ENSG00000172927.9",855.740967862517,6.3883926692496,0.109527600305043,0,0
"ENSG00000173210.21",1596.35265288692,-6.70328903173278,0.149183343731905,0,0
"ENSG00000173281.5",540.667300785015,-5.80616837088741,0.124243939164156,0,0
"ENSG00000173432.13",10670.1844158695,-4.93092685775656,0.113088221417683,0,0
"ENSG00000175003.15",373.65582668195,-6.99953117261777,0.156146089579373,0,0
"ENSG00000175063.17",2661.11314855732,8.7006529529212,0.211105174590138,0,0
"ENSG00000175832.13",1638.36158659169,8.96442277592724,0.191723287040636,0,0
"ENSG00000176046.9",972.16271909926,-10.5554764659007,0.262477107066388,0,0
"ENSG00000176171.12",936.932115474099,-8.12046907973849,0.181879071532587,0,0
"ENSG00000176919.13",283.307193619478,-8.26812251488628,0.196154450786085,0,0
"ENSG00000178999.13",1174.83073824951,7.23088064453945,0.182458009583599,0,0
"ENSG00000182240.16",549.273371022298,5.80186878150006,0.154709106183085,0,0
"ENSG00000182326.17",1945.14562017038,-9.2743462854627,0.23792713173752,0,0
"ENSG00000184363.10",2020.61432830705,8.84417995261239,0.20236766737161,0,0
"ENSG00000184368.16",528.125750359129,6.61071715684343,0.160790704056693,0,0
"ENSG00000184661.14",475.34552938342,6.51040881302069,0.171657158546763,0,0
"ENSG00000184922.15",254.267658069595,6.74252642764195,0.178970006103196,0,0
"ENSG00000185432.12",2306.84741976885,-9.52078409804106,0.241340035292869,0,0
"ENSG00000186185.14",697.336984769766,5.87313932745816,0.14549270669801,0,0
"ENSG00000186854.11",388.362628227838,4.70092910941715,0.124606636614052,0,0
"ENSG00000187134.14",21937.5863223105,-13.4991373560185,0.306780765514202,0,0
"ENSG00000187688.15",253.107003015889,8.0122551151165,0.204376251780801,0,0
"ENSG00000188112.10",870.605704708029,3.74488286061992,0.090184094882026,0,0
"ENSG00000188761.13",1167.31830555394,7.2450757584128,0.154742656783216,0,0
"ENSG00000196136.18",9916.86380542232,-11.8290945959127,0.130319981789164,0,0
"ENSG00000196139.14",6300.77288273398,-12.6202518427249,0.2693413488333,0,0
"ENSG00000197249.14",26746.4392572646,-5.02685135660183,0.132655202134175,0,0
"ENSG00000197343.11",1082.64583316597,-6.8236945366273,0.15567434227366,0,0
"ENSG00000197457.10",749.7931854026,7.35798216287679,0.156494592895205,0,0
"ENSG00000197601.14",2167.10028578264,6.44816427387957,0.14812565408414,0,0
"ENSG00000197712.12",648.120167063892,-3.76506016224218,0.0855970199648622,0,0
"ENSG00000198435.4",1084.95167132263,6.78331215898021,0.163955240035851,0,0
"ENSG00000198948.12",361.131932275941,-3.22370451623071,0.0773286941426469,0,0
"ENSG00000214274.10",258.959749267269,-6.05778860357798,0.125181830245629,0,0
"ENSG00000227036.10",789.19034658657,7.84294905227242,0.189832628495421,0,0
"ENSG00000234906.11",1940.73211562402,-10.6299025568005,0.168245461689907,0,0
"ENSG00000243649.10",1262.27969385704,-7.56308342528379,0.177552160931609,0,0
"ENSG00000244509.4",1392.16919110989,8.92031762002807,0.224544178655122,0,0
"ENSG00000250722.6",2747.80768394935,-11.9257909538213,0.276860778245623,0,0
"ENSG00000258947.8",1259.76763670986,6.63563948917967,0.148303180205911,0,0
"ENSG00000259207.10",330.846853349822,-7.26290429090546,0.175287165280652,0,0
"ENSG00000260604.3",887.288013574376,-8.69680427575777,0.192027353999532,0,0
"ENSG00000272405.1",971.71977761552,4.48495565094903,0.0909346385349524,0,0
"ENSG00000275832.5",1067.32970068472,6.96635292177279,0.178902489992023,0,0
"ENSG00000115361.8",286.768305757348,-6.50193788834625,0.173760954499853,1.04997608060424e-307,1.05669414789963e-305
"ENSG00000059804.17",3556.9689833358,12.7832703442083,0.340270061467558,1.75917029917633e-307,1.76295585551633e-305
"ENSG00000176244.7",256.957254484139,5.10110085187433,0.136256753460547,1.80928081915479e-307,1.805555829233e-305
"ENSG00000169607.13",461.63356629007,6.82291652991511,0.18272517736405,1.40457354839817e-306,1.39581700200857e-304
"ENSG00000023839.12",2771.51820434865,-12.546751836246,0.335126129304145,1.70712765507548e-305,1.68941620565407e-303
"ENSG00000160352.16",441.847983231122,4.66399480070617,0.125162787495387,8.13744599381751e-305,8.01960497091949e-303
"ENSG00000095203.15",1142.57399063109,-3.48567523860834,0.0935882494105277,1.02691000764865e-304,1.00785700791996e-302
"ENSG00000138670.19",278.664033142249,-5.25183091502404,0.141108499537252,5.97439284744335e-304,5.83941582385296e-302
"ENSG00000162882.15",239.87243494883,-6.66670891074669,0.17942882983534,1.47887036554267e-303,1.43953483819688e-301
"ENSG00000077782.23",369.909524220221,4.14076811490496,0.11136064728691,5.95924495810521e-303,5.77706232652885e-301
"ENSG00000112742.10",933.435793233558,6.51231441644407,0.175867949871433,2.3494691499142e-302,2.26838381217936e-300
"ENSG00000182963.11",295.256934118188,6.79139493205434,0.183178415346954,1.95919460288085e-301,1.88392028392806e-299
"ENSG00000166278.16",522.640062313767,-6.36301792348528,0.171767873943461,3.41357319095309e-301,3.26918455073898e-299
"ENSG00000163132.8",394.324282687782,6.16929736736628,0.16719514300458,5.40889584036631e-299,5.1593046226723e-297
"ENSG00000073792.16",1220.22941474566,5.15958297788632,0.140018888856935,2.1865531876457e-298,2.07731299039092e-296
"ENSG00000115594.12",328.429318732256,-7.76658205208418,0.210928243996535,5.09398109862963e-298,4.82020498301005e-296
"ENSG00000169247.14",384.73387894472,5.60648612456196,0.152368351966276,2.05182366256645e-297,1.93384380196888e-295
"ENSG00000154274.15",287.572066421118,-7.16365741602402,0.19447989344099,2.36432500041775e-297,2.21956850138031e-295
"ENSG00000213625.9",1727.71776279666,-2.48811253064471,0.0676339203779955,4.33796483815299e-297,4.05633869570754e-295
"ENSG00000163825.5",279.039791009062,-7.5206549036519,0.204473021088452,5.43998017853499e-297,5.0668615380543e-295
"ENSG00000196781.16",879.240182916806,-3.00704192290494,0.0818425737494526,1.75917356076597e-296,1.63211450163096e-294
"ENSG00000276043.5",1743.45191953267,6.04958534371321,0.164963014942121,5.80925671404129e-296,5.36870257646671e-294
"ENSG00000112299.8",940.418330414188,-7.04290857099343,0.192081943033241,6.54898565840199e-296,6.02887435553123e-294
"ENSG00000161791.14",350.715666800268,6.20924809188223,0.168964658037629,7.70666798453154e-296,7.06722283013933e-294
"ENSG00000106538.10",1007.12555799088,-6.63128267160993,0.181189861704224,9.80181065816443e-295,8.9539540362332e-293
"ENSG00000166347.19",1727.22863092104,-5.1633546807221,0.141034665241063,1.22916136353554e-294,1.11853684081734e-292
"ENSG00000166741.8",1398.62529343329,-10.8393288178828,0.296961871359126,5.28948025571007e-293,4.79505517379274e-291
"ENSG00000167513.9",773.921999881995,4.45396097012968,0.122180693526695,1.94661634509463e-292,1.75794999286474e-290
"ENSG00000119922.11",338.720638180047,-4.47949966966254,0.122796896986582,2.26617240742771e-292,2.03878260790968e-290
"ENSG00000235501.8",141.214147764485,-4.9230131512563,0.135347002975428,1.40249138237507e-290,1.25700274802982e-288
"ENSG00000010810.18",736.91819580915,6.86594601751998,0.189271316399489,1.67157962671813e-290,1.49254465090911e-288
"ENSG00000237649.8",643.951376520659,5.66106536147226,0.156028428480272,4.11789536775377e-290,3.66307613780973e-288
"ENSG00000159217.10",643.113668850972,9.14112998054211,0.250845326838922,5.90414659577368e-290,5.2324397685157e-288
"ENSG00000162073.14",864.832703130786,4.19787928569023,0.115575374669685,6.80259056005705e-290,6.00625756103773e-288
"ENSG00000143153.14",2024.80045735678,-2.84540278221522,0.0786695723405779,2.09340703693635e-289,1.84150039015834e-287
"ENSG00000256043.5",251.042061308022,-7.53252259965812,0.207306471494089,3.41411971849865e-289,2.99220507136758e-287
"ENSG00000179348.13",592.01140218862,6.18359360033242,0.169893149116891,3.43769017040375e-289,3.00178600136983e-287
"ENSG00000229656.9",140.709036336588,-7.42231543198889,0.204228840341587,1.03180729093799e-288,8.97672343116053e-287
"ENSG00000106688.12",425.667424259397,-6.62686659034294,0.182759486404456,2.86849023149107e-288,2.48647852146513e-286
"ENSG00000161243.10",256.628406431402,2.39002333354041,0.0659877314012938,5.08394085663877e-288,4.39086106494645e-286
"ENSG00000183779.7",1578.37739056811,4.19946178419726,0.11614467372742,7.0393317745701e-287,6.05765104992082e-285
"ENSG00000144354.15",1025.39891166689,8.89856910960236,0.246027764524886,3.49799484296866e-286,2.99930958539165e-284
"ENSG00000106993.12",666.978137342039,-3.17842539306468,0.0881473156417818,8.35612836016486e-286,7.13907930511782e-284
"ENSG00000163624.6",429.151256850231,3.92449375968543,0.109018660139128,4.66164802671592e-284,3.96841585242042e-282
"ENSG00000171241.9",470.687400513215,6.29828247047306,0.175539009532072,1.07348129149649e-283,9.10580505511894e-282
"ENSG00000211772.11",212.789644540796,6.62254638072721,0.18387399066696,3.69731421366874e-283,3.12508576116891e-281
"ENSG00000165304.8",1446.90386833698,4.65387848114437,0.129851329129643,1.64201249696981e-282,1.38295882324574e-280
"ENSG00000075234.17",576.455767325937,-2.59566211557559,0.0725822524260449,7.56024769598449e-281,6.34499798683137e-279
"ENSG00000117724.15",2731.7713964527,7.24724464321375,0.203191215574962,7.65286759920271e-281,6.40011473058675e-279
"ENSG00000175029.17",1190.58739899733,3.63926571476986,0.10186809473272,1.01033632035633e-280,8.41982384027484e-279
"ENSG00000285219.4",184.477785115395,-5.60715633971021,0.156828820176991,1.14475862705264e-280,9.50670005284168e-279
"ENSG00000070814.22",3754.57019754866,3.93992877271453,0.110277684812185,1.55271096306192e-280,1.28496299943148e-278
"ENSG00000107104.21",888.180197083081,-4.66572870507371,0.13065002812489,2.3519303462012e-280,1.9396075573828e-278
"ENSG00000197594.14",303.781513396914,-5.96036281257739,0.167283161162312,1.95767570862544e-279,1.6088842821994e-277
"ENSG00000144481.17",307.569393712856,-9.1705766797897,0.256659209866483,2.26434841664003e-279,1.85450135322819e-277
"ENSG00000204444.11",167.629515303203,-4.63166261363635,0.130036527129229,1.14824213148079e-278,9.37178655147777e-277
"ENSG00000092758.18",656.533379926415,7.13764196596487,0.200547563928536,1.38135049061245e-278,1.12357724323754e-276
"ENSG00000101057.16",2103.47593619403,6.25567898620118,0.176259212658281,1.17582719167098e-277,9.53142376429265e-276
"ENSG00000080618.17",699.989222938717,-9.00110912317852,0.2537456789618,2.56373165235906e-277,2.07112892772721e-275
"ENSG00000074527.13",253.184592931528,-6.09587356675915,0.17182965966911,7.309708718711e-277,5.88518277213915e-275
"ENSG00000174827.14",734.017163666297,-8.63397702404964,0.243511577762428,1.0147836083281e-276,8.1426099599327e-275
"ENSG00000083454.23",193.693097660845,5.11676074956293,0.144644834066277,3.35756546605968e-276,2.68503492876712e-274
"ENSG00000123146.20",767.838307671251,4.41624246313636,0.124599492207708,4.00326685883111e-276,3.19065742161401e-274
"ENSG00000165929.13",406.474103479726,4.48507936188415,0.126596855828893,4.77648047388222e-276,3.79418688077514e-274
"ENSG00000101447.15",920.566299302268,4.54233568979597,0.12830644311474,5.2501646697781e-276,4.15655536906332e-274
"ENSG00000108932.13",400.386882961465,5.92860045434013,0.167128959267656,6.43269828428835e-276,5.07584773920706e-274
"ENSG00000143028.9",66.9876998366809,-4.51192813549911,0.127407533217048,1.71308629489308e-275,1.34726862880813e-273
"ENSG00000111846.20",167.026586202518,-5.54778073289822,0.156913297486978,1.97092582713398e-275,1.54493265083363e-273
"ENSG00000149418.11",3178.88198109667,4.01480541503449,0.113543484732574,3.81531111082328e-275,2.98083730898565e-273
"ENSG00000132274.17",473.584834667052,-6.88383756722017,0.194886965085726,1.13129332743627e-274,8.80962223604554e-273
"ENSG00000152253.9",542.144050850152,6.6032797190643,0.187209839667533,5.45062112814835e-274,4.23064386975985e-272
"ENSG00000027697.16",1425.95707114367,-2.56880752527949,0.0727299862810084,5.53203732298191e-274,4.2798507641089e-272
"ENSG00000140403.13",848.53351749647,4.47826388231536,0.126853074691228,1.77904792611684e-273,1.37188854848055e-271
"ENSG00000112655.16",1871.03652887389,7.08630476227947,0.201241126452862,4.96265860193272e-273,3.81450176228168e-271
"ENSG00000180354.16",630.58577318709,2.28046738375311,0.0646772230806346,5.72192342078264e-273,4.38391623119383e-271
"ENSG00000169679.15",1383.05319755467,7.35659172897256,0.209179920568738,2.79146522871314e-272,2.13183571212752e-270
"ENSG00000111445.14",984.522436852087,2.49181781071475,0.0708153706870813,4.90595106861202e-272,3.7346552509809e-270
"ENSG00000075218.19",572.298465971149,6.00081475320849,0.170665282918661,1.05157106030307e-271,7.97950934608891e-270
